source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,ebpminrp_gspphot,ruwe,radial_velocity_error,rv_nb_transits,teff_gspphot,logg_gspphot,mh_gspphot,alphafe_gspspec,fem_gspspec,ew_espels_halpha,ew_espels_halpha_flag,nss_solution_type,has_rvs_spectrum,has_bprp_spectrum
4235683797996186752,301.55159938906417,-1.7192452738312798,9.957647219547146,0.020390948,-36.432077651953165,-74.90917231205208,7.905099,0.0008,0.84898186,0.13037553,30,6067.4033,3.9958,-0.2365,0.08,-0.23,0.13167238,0,,True,True
6441658818889259008,290.9012304785452,-63.19252368402085,14.227946526778576,0.02404649,-84.17704801200685,-135.43535435592122,7.9074874,0.0014,0.95727676,0.12510961,23,5732.0986,3.9913,-0.2661,0.06,-0.08,0.059747122,0,,True,True
2382836143445759488,346.13656459135126,-25.691797320243733,16.127386934688644,0.032025974,-80.44582697991976,-154.72508096254114,7.907955,0.0,0.98485607,0.12857564,27,5744.416,4.1254,-0.0373,-0.0,-0.11,0.10364289,0,,True,True
6566237914427842944,326.1865988849541,-42.12955383900525,18.254812619275558,0.03034635,-7.863843856224678,2.0814015146707083,7.9095464,0.0,0.99950117,0.12562607,29,5972.212,4.2797,-0.2409,0.25,,0.094774544,0,,True,True
1386158505321789696,242.19224169754472,44.935069860399565,13.575070466567965,0.49790308,-25.35907547974669,36.883855619972515,4.1901174,0.0011,4.7503448,0.37485856,18,9997.837,3.5662,-1.0036,0.46,,0.20280166,0,Orbital,True,True
2989514155341556224,78.0747361229714,-11.869273947049956,14.174024401697316,0.32764176,23.930974322546092,-38.93309806867507,4.403952,0.0004,2.394972,1.0391302,28,9996.146,3.9194,-0.7264,,,0.18592605,0,,True,True
5344985442961439872,173.6898122311546,-54.26402127446299,8.109120148444278,0.13420771,-55.537514013596635,16.161864339065232,4.5993133,0.0006,1.7931548,0.7546614,22,9997.267,3.5356,-0.9762,,,0.087242514,0,,True,True
1944475838303255424,354.784596115185,50.47172357565112,7.79141682131053,0.06327806,-17.056893725747518,-2.0414683555579742,5.3313313,0.001,0.9914126,0.5404143,8,9996.405,3.622,-0.9085,,,0.19046637,0,,True,True
3307782570688378496,67.65616639413629,13.72431676410995,21.491451797641616,0.073748454,106.56507793489249,-19.248993711890343,5.3405814,0.0008,0.9745147,0.15521087,25,7370.909,3.9941,-0.5276,,,0.22572073,0,,True,True
2960561059245715968,75.97208798410537,-24.38831603610251,16.997499248253376,0.03973519,24.991022553926474,-37.917616325994345,5.573591,0.0006,0.8627802,0.23640844,27,8508.261,4.094,-0.5283,,,0.40772012,0,,True,True
5843993572548726400,201.45884955921133,-70.62724800192741,7.99172312132979,0.117210396,-55.12858598701024,1.025645042625885,5.6324553,0.0454,2.5386877,2.4557865,22,9999.456,3.7198,-0.7878,0.59,,0.23044974,0,,True,True
5753752736224380544,128.86739963498013,-7.982225686581829,9.628307951681943,0.048093874,-21.239800618215646,15.334382514067766,5.7070866,0.0387,0.7790372,0.3665771,22,9995.9,3.8642,-0.9894,,,0.34381548,0,,True,True
526024715129959296,14.62991401446846,66.35173619401951,9.123948433759292,0.0374887,44.13872010312023,-12.957267327184562,5.9624877,0.039,1.0287277,4.5612435,21,9998.825,3.9123,-1.0905,,,0.36844423,0,,True,True
4383869275034264192,251.37363118459876,1.020193776929623,5.643586641064792,0.048051357,-3.147413742550807,6.9233564263586915,6.0108633,0.0636,0.92072725,0.55737776,14,9995.587,3.612,-0.7906,,,0.2469576,0,,True,True
6346617755337978240,306.22970985180126,-83.31059180423625,13.331045257443048,0.024738299,23.223193528030183,6.227731041762913,6.1167984,0.0024,1.0047725,0.1977397,16,7691.645,3.9395,-0.5051,,,0.32231867,0,,True,True
5540043306840497408,125.35082525037295,-39.6206895647286,14.467593778872413,0.02068253,8.358311882231652,5.833124136766456,6.127652,0.0024,0.8571529,0.2730906,22,8013.3184,4.0744,-0.3149,,,0.39680842,0,,True,True
5264684329193948672,116.05363992941179,-69.82156971229386,7.504502601819537,0.14842843,-45.11399589867757,10.23906112613939,6.1558046,0.0003,4.638739,0.60227436,13,9999.133,3.8162,-0.8988,,,0.41254973,0,,True,True
1684760402859121792,199.11916001209858,68.408067501922,7.330231375381467,0.032425843,-12.79749667947308,15.580020043805206,6.1875863,0.0003,0.7641758,0.50337785,12,9997.453,3.8843,-0.7815,,,0.3618604,0,,True,True
4231133434759619200,309.3266098655573,0.09690358303129813,4.850043491888565,0.08061135,4.637352990145153,-12.554968150314615,6.1950116,0.0141,1.170883,0.48589924,19,9987.228,3.6697,-1.0379,,,0.23260076,0,,True,True
2051256181345048832,289.7548434099077,37.44542948842687,5.179628062958768,0.0874586,9.974333887678306,19.025428315242937,6.2427406,0.0549,2.956068,9.120902,23,9997.996,3.65,-0.8194,,,0.34767917,0,,True,True
448776116237692928,54.582444010120966,56.93256467783011,7.288163089490668,0.041797865,27.14468521597016,-33.9093962686228,6.2650895,0.001,0.9259112,0.27529585,45,9988.083,3.9125,-1.0504,0.75,,0.28587532,0,,True,True
4940622209122354560,29.03930213053621,-49.836382466523666,4.860749270136655,0.04111384,14.467747382812734,14.071425594424118,6.353268,0.0003,0.9909852,0.5906422,28,9998.677,3.6832,-1.0554,,,0.3051956,0,,True,True
5020974003482641536,30.617688146923857,-29.665600731784757,6.761378336012522,0.036342572,-15.771987177797513,9.472989171230328,6.397879,0.2231,1.1389258,1.0601058,25,9905.911,3.9168,0.7798,0.5,,0.39059386,0,,True,True
4350921790633365760,247.20373800232343,-8.129152207724893,18.85199239686129,0.02722535,-54.501141596318305,-69.74022516692722,6.4320745,0.0006,1.0902914,0.17163269,15,6613.033,3.9104,-1.0649,,,0.17618428,0,,True,True
3311024789960504576,65.39545704764056,14.409703887220196,20.67979693450329,0.027044397,104.19978440400169,-19.148581742579594,6.4990244,1e-04,1.0944234,0.15113911,11,6618.983,4.1257,-0.2917,0.32,,0.1970366,0,,True,True
4112490185933375744,258.05670314222954,-25.255356948329236,6.8454524397755625,0.10117183,-9.50873563369882,-48.37439482157219,6.506713,0.0121,1.8353477,0.2718583,22,9982.3545,3.9556,-1.182,,,0.35801345,0,,True,True
5952444383044606336,261.1794668513378,-45.00806855384459,16.801080503391574,0.025949774,-13.476286504218166,37.757603853564824,6.5764594,1e-04,0.90594816,0.1492792,17,6708.175,4.0308,-0.6196,0.66,,0.19375615,0,,True,True
5814186190262735232,257.29320885669205,-68.84685794378369,7.740857974270388,0.03302568,4.274607029293405,-26.336341973352113,6.5878363,0.0003,0.9841698,0.3167944,43,9773.628,4.0003,-1.0,,,0.37550646,0,,True,True
1143461757535195392,101.12692399095452,82.11509318842744,13.666067188736053,0.02854271,13.739766712656861,-54.26657607836714,6.5892105,0.0004,1.2420442,2.7852206,21,7965.8564,4.173,-0.3151,0.73,,0.40254655,0,,True,True
4917533117773655552,25.421584997994398,-50.03869628269099,7.439942715322164,0.020337535,-13.81770208011259,-14.035459081990243,6.616678,0.2172,0.8944558,0.43032807,30,9765.856,4.0263,0.3811,,,0.411909,0,,True,True
5862028930545927936,196.2581254332142,-64.44165734339292,9.626491955046747,0.029893355,-36.797927894586465,-16.52446869851786,6.6337104,0.0208,0.845932,0.53317153,20,9995.972,4.1294,-1.7208,,,0.45343816,0,,True,True
2560096418778511744,21.723166328120083,3.5355724278567386,5.354469965851573,0.08661997,6.731890908834469,-17.154951813742,6.6477966,0.0036,1.7218201,1.1991694,29,9988.725,3.7786,-1.0553,,,0.326381,0,,True,True
2796126449609364352,6.515291678483816,20.14688109761908,4.6146344937084,0.052944228,-12.189849654762273,8.114309122024839,6.6629367,0.0253,1.2571906,0.6474341,30,9989.844,3.6464,-0.8799,0.28,,0.40550375,0,,True,True
49231668222673920,65.38237014650547,21.03971713386797,20.563393906159334,0.024978096,104.84915616019371,-35.96321883698717,6.688817,1e-04,0.97479224,0.22315198,22,6502.214,4.1353,-0.2856,,,0.16480386,0,,True,True
3574381842269217152,181.69669895869865,-12.240852878322809,12.122777976467152,0.033997003,-105.55646452911655,-1.3302829002273246,6.7103486,0.0038,0.9572368,0.30306795,17,7026.504,3.8929,-0.5754,,,0.24667294,0,,True,True
4521623650911913984,275.8310174371951,14.699994627693728,4.843632799279853,0.036520496,-9.563897986991025,-10.478114038413759,6.726805,0.0128,1.0059372,0.54300404,30,9989.234,3.786,-0.745,,,0.3071635,0,,True,True
887091483144696448,109.37722815590134,31.697957601563328,3.891637259493207,0.037623174,-4.215289876602563,-21.61853992068411,6.7334986,0.0011,0.96846855,0.387316,15,9994.775,3.646,-1.0297,,,0.34418282,0,,True,True
5759268882981466112,135.93080275282858,-5.171346987909849,4.26894718953054,0.04253824,-21.769927859798692,3.557828433203305,6.8108845,0.0007,1.1898266,0.22076736,36,9998.029,3.6912,-1.0027,,,0.34417924,0,,True,True
987326227307654016,110.71185323876223,55.28418236252703,4.977946027822182,0.05492188,-2.5179209811878573,-30.828825506506487,6.8527136,0.0015,1.1792835,24.049595,17,9993.743,3.8095,-0.7314,,,0.31122386,0,,True,True
6698005866097076096,299.5560079405385,-36.68713880498865,14.291612183268022,0.027222393,65.18061657684049,-47.71924142335179,6.8589945,0.0003,1.180432,0.17703469,14,6746.821,3.9838,-0.5319,0.29,-0.13,0.19225217,0,,True,True
2002489026721005312,341.82858527429545,53.381736895874226,5.114757195321818,0.18873268,-12.324929812728808,-14.948582604015021,6.8740487,0.0002,7.676252,1.1556128,26,7991.3267,3.5734,-2.4936,,,0.39449543,0,,True,True
4756779466921672192,85.48966417502794,-62.913710801320455,6.097541383228896,0.025424702,-3.765710961361644,9.83140168809509,6.87785,0.0284,0.9106116,0.7234631,18,9995.488,3.9307,-1.157,,,0.4710142,0,,True,True
4704810671866569344,20.453054290171057,-66.38415573720854,10.4267296798725,0.1949996,-35.44653288447442,-4.984911190272773,6.902612,0.0219,9.8741,7.943272,21,7686.4106,3.973,-0.7447,,,0.41173577,0,Orbital,True,True
987827226653323520,105.30668496590393,54.85653846956383,4.687556946204041,0.04903599,-2.965506227932637,-32.16768737181022,6.9122057,0.0006,1.18564,0.6214856,15,9998.227,3.7876,-1.0318,,,0.3613281,0,,True,True
6485278403666781696,357.4793761496796,-65.64122543527725,7.002771554553211,0.054466087,13.404018553322864,-16.438322315535864,6.934196,0.0139,3.0123675,0.31008258,22,6644.803,3.5633,-0.0989,0.61,,0.15464617,0,,True,True
2379409584176933504,346.20903276118446,-27.136085625134378,10.44560566191766,0.034469992,-18.57843162435584,-5.443402918945715,6.9392877,0.0039,1.0062758,0.27028358,13,7649.2705,4.0137,-0.5857,,,0.3823405,0,,True,True
5495799474328130688,90.14898005694803,-58.10197470664301,8.148138586230807,0.022850845,9.819175562770221,25.60333455109955,6.956243,1e-04,1.0700915,0.5027184,20,8514.808,4.0484,-0.3384,,,0.4887835,0,,True,True
4652758898057680128,68.6461735206256,-72.733499580427,5.881963306881027,0.03403983,29.432039670546487,47.32109470576565,6.9610853,0.0466,1.7166548,0.4640888,20,7729.8394,3.5391,-1.2452,,,0.37026682,0,,True,True
5965927316104213120,257.02331050040647,-41.61493445205315,8.299852390486503,0.4012778,-16.889605403074608,-43.51827886814987,6.9711676,0.0055,12.45978,0.40109402,27,7648.5063,4.0384,-0.6658,,,0.26943475,0,,True,True
3314244361868283520,68.38687003094286,18.01673540162773,6.865696256331836,0.039551314,12.322898981541464,-19.091124914128997,7.004693,0.0946,0.9430823,1.5033271,21,9663.6045,3.8726,-2.3278,,,0.37876257,0,,True,True
2685592648748354304,318.76611788385156,-2.571921368836684,3.525055624658967,0.26250118,8.173395447769881,4.137136408618248,7.0605536,0.2641,7.2084804,0.52078015,19,9708.638,3.6364,0.5482,,,0.39319173,0,,True,True
6477415349341523328,313.2855939517434,-51.716123147825336,7.350748111745234,0.031516742,12.771808616474358,-41.69515430340424,7.126301,0.0124,1.0123488,0.7468843,19,9080.926,3.9887,-0.94,,,0.48450336,0,,True,True
566016942325467648,25.131479315180563,81.42981576858182,3.2872571600068756,0.021858899,-9.924374959289041,-1.067692375375729,7.1289377,0.0509,0.9718113,0.4595539,24,9998.354,3.5728,-0.7909,,,0.33297807,0,,True,True
4720137211122571520,43.50578832221549,-64.89954344965368,15.953960368701408,0.017374218,107.29573895105572,71.86459100860849,7.1350145,1e-04,0.95363575,0.25070775,20,6563.101,4.1192,-0.6479,,,0.16945751,0,,True,True
6780403645438489088,315.0531619610415,-34.23437316705302,3.788750610163061,0.029907975,20.313973670729514,-9.524256098276142,7.160536,0.1793,0.937368,0.23618387,23,9459.875,3.6236,-0.4073,,,0.37083122,0,,True,True
5675713833291363968,139.78263477337723,-22.552982250749672,4.690795635075312,0.09121675,-26.135820519351682,23.92249474267999,7.175565,0.0278,2.7166383,1.0439936,19,9022.058,3.7819,-0.9058,,,0.40206414,0,,True,True
4804440203598953984,86.27013102412488,-41.78181370939666,7.212320876296971,0.016920557,1.2363487084158407,14.68177742595147,7.185735,0.0061,0.9149421,0.3808806,22,7618.192,3.8383,-0.5409,,,0.385377,0,,True,True
2344599900739825280,14.204832234163385,-25.363357126063967,6.997065509968278,0.027849387,41.28094476765491,1.7284481814796582,7.196034,0.0722,0.9436027,0.20336175,38,8776.343,4.065,-0.128,,,0.45313773,0,,True,True
1058306574827519872,177.83336081505635,68.83369088739445,8.577193213858907,0.033118185,-38.74251230000616,-38.46012551947179,7.2135797,0.0288,1.4113364,4.572321,25,8183.877,4.1178,-0.2692,-0.11,,0.44700173,0,SB1,True,True
5041659287534663552,19.605703302484933,-23.01339144175651,12.237633904924254,0.024875278,-4.0221450573939,-38.040762148423944,7.2316093,0.0009,1.0112085,0.27887684,31,7150.1523,4.0749,-1.801,,,0.25649875,0,,True,True
4048927998510291328,274.07988368803194,-31.32138564408674,13.404489424013793,0.022074182,46.33930603279757,-22.10158423764082,7.251609,0.0114,0.71988595,0.29838482,19,6885.5674,4.0934,-0.5966,,,0.25820848,0,,True,True
1820763806471758848,297.7454893277745,16.857678527593954,2.608750375098386,0.06973651,-0.6974211626555413,-14.180413185667064,7.2560816,0.0004,1.8419415,6.5562387,36,9999.479,3.6537,-1.0298,,,0.19768028,0,,True,True
2097463810335670144,282.86183907437595,39.32062500303241,3.6371153311548063,0.034777377,4.862314574354821,8.423216353599816,7.262404,0.0411,1.2769548,0.9179763,22,9999.16,3.7065,-0.9099,,,0.37540656,0,,True,True
6434438154232430848,290.8464730187445,-65.57886309785508,4.2982897704000536,0.053368296,13.135045405708306,-13.601757281909425,7.267856,0.0002,1.4442241,0.5892238,44,9998.946,3.8382,-0.8879,,,0.37182596,0,,True,True
2918427773671030784,100.77518917030412,-29.237318893612567,3.692336471492875,0.038624108,-1.8947346911000347,2.499442110144665,7.27721,0.0498,1.3937187,0.7311597,33,9997.881,3.7274,-0.7289,,,0.45022127,0,,True,True
519852297367322624,28.642791785890335,68.15116847839268,3.6219237416106256,0.02519293,10.729267212030859,-12.045925107411424,7.287082,0.0585,0.91427183,0.9043335,19,9212.361,3.5175,-1.735,,,0.26297575,0,,True,True
5794744282062130176,234.0540852588863,-72.83935317094355,3.639088056797908,0.031846322,-13.194278140318886,-6.246044213940116,7.2901077,0.0023,1.0508145,0.7294982,29,9994.292,3.7869,-0.7167,,,0.24956208,0,,True,True
5056243519004167552,54.28785377573864,-29.830204033158736,7.78228382375335,0.02725836,-11.996531657109426,-20.14967356836655,7.2948003,0.0006,1.0189292,5.6441536,40,8832.619,4.1032,-0.9731,,,0.5208745,0,,True,True
4715737240466538240,22.905494619961296,-61.24929441229117,12.895415778703677,0.027888602,-30.163811604130693,6.111084928152183,7.3071456,0.0002,1.02844,0.46267918,19,6763.375,4.0129,-0.7489,,,0.22807784,0,,True,True
410831080909479680,20.268190212608005,54.62864375412722,3.0800673529408646,0.03556062,3.8513901363924203,-15.143215751714978,7.3172407,0.0561,1.0227846,0.67806125,30,9999.791,3.6386,-0.94,,,0.20618586,0,,True,True
3208325490484138880,78.44871003898739,-6.7482910485559024,3.2619410538340117,0.054635745,-1.2463165200676898,-3.444549521652953,7.325248,0.0328,1.2161752,0.91286427,48,9984.377,3.7465,-0.9702,,,0.29598448,0,,True,True
6494429359770704384,358.2238433449875,-58.83819054261472,10.172381273288389,0.018232867,46.782813878910794,20.669366396750384,7.3448176,0.0016,0.9244931,0.37287605,30,6927.54,3.9664,-0.9217,,,0.21547133,0,,True,True
5469850931193066496,160.4692167850564,-26.046694901938753,7.595183190469109,0.03054209,-4.480544650461187,-8.269828386940716,7.3468432,0.1963,0.948558,0.38982567,19,9947.196,4.3039,0.218,,,0.46091118,0,,True,True
65231486552803328,56.61376023966258,24.254800329035454,7.345983258822864,0.029391356,20.450350564327135,-44.64674558353142,7.352819,0.1563,1.0897243,0.6191416,18,9796.711,4.1542,-0.8127,,,0.52323014,0,,True,True
3543041809509098112,178.05051207826463,-19.20619255724262,8.23735033815575,0.025723383,-65.39769933241176,-0.15959321633992898,7.373673,0.0301,0.89985347,1.0084997,45,7351.8384,3.8793,-0.7354,,,0.29980707,0,,True,True
4103438009822537472,279.28804272922787,-15.026343434140438,13.149028175992967,0.026366977,44.44295036929488,-21.659752721343096,7.400389,0.0086,0.9249785,0.21438293,15,6584.574,4.0772,-0.389,,,0.14605415,0,,True,True
1839380943503207552,315.590727604682,23.324236648023582,3.7420082885938917,0.0533629,4.994145038128474,-7.934832235202554,7.407287,0.0777,1.6390609,2.1058226,21,9998.957,3.779,-0.8165,,,0.3262336,0,,True,True
5670584955144424576,148.93125551585325,-19.677084191747095,6.652905213582829,0.028222138,-39.375268489512784,0.09103257994268084,7.425169,0.1215,1.0775757,0.7104605,18,9418.026,4.1285,-0.3649,,,0.45627296,0,,True,True
2165235439355225344,316.43335029019477,47.804729242953506,3.0597356156186684,0.025367169,4.327122478488383,2.9482366335275767,7.433529,0.0006,0.81710005,4.345306,21,9998.446,3.6549,-0.9651,,,0.29773748,0,,True,True
3313984606542996096,66.47295565705004,17.447579023290434,10.89561059400122,0.03206185,51.17417515923552,-12.10996300745585,7.4345636,0.0016,1.2514251,4.733593,22,6744.34,4.0026,-0.8137,0.18,-0.19,0.219007,0,,True,True
4065567285929073792,274.142622632747,-23.902813662715733,7.477807441144296,0.116609216,16.717331225192744,-59.74352678318585,7.4573727,0.1169,3.595077,0.8474098,11,7037.63,3.7891,-0.6631,,,0.21079086,0,,True,True
5496317756622132224,96.27414758233128,-55.7249582611762,11.200736726156618,0.01680809,-16.33550336692597,69.83172300273412,7.4589157,0.0005,1.1072217,0.17880388,19,6760.5576,4.0156,-0.51,,,0.19749887,0,,True,True
533245311067368064,17.170368150680375,70.68148353579737,3.791453777438164,0.048029482,5.271578215459568,-12.894593741279692,7.470691,0.0343,1.8611195,1.0399673,22,9010.851,3.6212,-1.1503,,,0.37065756,0,,True,True
4753584178745296896,45.03307899284163,-47.416823099701595,6.158765364223747,0.020420313,49.10929166187149,33.017088643628135,7.4710946,0.0141,1.1012002,0.29406452,28,7668.919,3.8555,-0.3991,,,0.3452955,0,,True,True
3406010774850360064,72.17208911884723,16.63391719713007,11.971273357015583,0.026167907,23.91596888576229,-80.21395888022826,7.4729877,0.0004,1.0339404,0.13634177,22,6534.8643,4.0474,-0.5555,0.18,-0.15,0.19917576,0,,True,True
6293246911169554944,205.46965270919952,-18.98488960542499,12.34278403819998,0.047737543,-54.7347224931479,-9.719907256516038,7.475705,0.0012,1.1643847,0.37026092,13,6960.209,4.1289,-0.6496,,,0.24544026,0,,True,True
4923164300935338752,6.05009431136181,-54.56692188574885,8.975505753847804,0.01730649,21.616025758071736,-60.517512546764834,7.4957824,0.002,0.9383063,0.18577546,33,6620.803,3.8824,-0.7092,,,0.19865541,0,,True,True
1151693835451136128,170.45022032337158,87.63851225232557,4.617971768949388,0.1496467,6.139343523008499,8.786750974594346,7.4967303,0.0152,5.453565,1.1846821,21,9997.694,3.8241,-0.9322,,,0.44779512,0,,True,True
3396049817979070464,83.76948944464773,15.638989566250672,3.592241264968445,0.08798479,-3.280058674065855,-11.445214917500943,7.499048,0.0584,2.0658822,0.8002641,33,9995.675,3.756,-0.85,,,0.335326,0,,True,True
1862291604743234560,309.5345640593032,30.577517546991956,3.89835356487407,0.026838493,3.7104262215608528,3.676956386384733,7.508931,0.0519,0.9284035,0.5960057,38,9998.035,3.8034,-1.7503,,,0.42788607,0,,True,True
6359958537938555904,287.9256754468881,-81.4126830067251,9.76176298179439,0.020001281,18.883162329265083,34.94840768747309,7.509977,0.0007,1.0523772,0.19295508,21,6675.5303,3.9405,-0.8839,,,0.19543123,0,,True,True
1033349172706023936,122.55223779272065,55.804053059616805,10.022544156268726,0.035615284,-15.607166339100663,-59.45653117169679,7.525812,0.0037,1.3649094,12.563862,7,7295.3506,4.0927,-0.5468,,,0.38787395,0,,True,True
3925893063969232768,181.35449821828075,17.28908446036335,9.692898359342625,0.025952367,-60.052055388363286,-51.097430897372845,7.5309424,0.0149,1.0174271,0.13409021,18,6511.7515,3.8798,-0.3657,0.16,-0.12,0.1643739,0,,True,True
2667963113668165248,327.0026280935638,-6.463241798991171,7.864379269539364,0.15118779,18.799273192382906,-35.782154648393096,7.5400324,0.183,4.464641,0.4986475,21,9812.5625,4.1681,-0.5172,,,0.4567629,0,,True,True
3026774336672103424,111.5129157384848,-18.362997881561284,4.0572467473959515,0.028676782,-3.0987336929711646,-6.17132561504002,7.5401545,0.0807,1.045358,1.5251566,25,9430.843,3.7328,-0.9024,,,0.39254943,0,,True,True
2400829445076185344,339.3745584453422,-20.37841189883462,8.903486542478358,0.034180075,37.66721543997299,-44.294796710712774,7.5477715,0.001,1.0599755,0.17899941,32,7922.3105,4.1392,-0.6893,,,0.4481518,0,,True,True
5599139754735553280,114.33343429777696,-30.792206765786776,4.299132567828475,0.031278808,-5.557980812523249,0.9508025211714771,7.5523033,1e-04,0.98584086,1.3575033,21,9999.83,3.9344,-1.0522,,,0.34728035,0,,True,True
5278947331468328576,100.52002846745249,-69.70647723306837,3.5728851056050304,0.025493346,-15.659956135623087,15.615478816120108,7.566923,0.085,1.161362,0.6422855,17,9670.864,3.7704,-1.0125,,,0.3272474,0,,True,True
3481441464402658176,172.12350448237615,-31.85701637107312,6.046236236493681,0.027133977,-42.80386718816746,0.05319041386475411,7.57691,0.0673,0.9643365,0.5912035,20,7816.924,3.8213,-0.7279,,,0.30491126,0,,True,True
3235052006815657728,76.89529353351311,2.4690961370780586,3.1665438512038997,0.038437065,-2.0978226885140883,-7.445404718685067,7.591211,0.0002,1.0691452,0.8799887,26,9999.066,3.7303,-1.0106,,,0.3055668,0,,True,True
1820589155956553472,296.91566119722603,15.9076586705035,2.9735538279301736,0.04847439,1.369406297412566,5.094998349265801,7.592226,0.0698,1.4127264,0.40321624,38,9998.825,3.7602,-0.706,0.17,,0.30647063,0,,True,True
5717645186692551936,117.93950511411641,-18.357533540701574,2.627657160467384,0.034218688,-9.713901370596254,3.029739156273712,7.611373,0.0507,0.92754185,0.6363721,24,9998.545,3.6187,-0.8206,,,0.35076562,0,,True,True
4968841037609849472,29.92633908051198,-35.41969660819593,4.8683508072616135,0.020679764,25.275787488036393,25.811646940035338,7.6152134,0.0309,0.94929373,0.4191232,40,6934.111,3.5173,-0.2516,0.25,-0.18,0.23787558,0,,True,True
6427921245737540352,295.89078788021817,-66.9605168874795,7.6275141740695895,0.033152588,-17.343939905839058,-24.484376211662177,7.615554,0.023,0.95627123,0.13944018,73,6907.1323,3.8264,-0.6538,,,0.2120007,0,,True,True
2562091860584132096,25.35778812838373,5.487627211063531,8.927528261122536,0.15669894,-23.322633589194005,3.5047112379531447,3.970141,0.2449,1.1618649,0.17592011,4,4554.1187,2.0148,0.0704,0.09,-0.27,-0.1025908,1,,True,True
5726736979617591808,122.8178102812069,-12.926959451751904,18.274740226930877,0.11518382,-28.17710169360641,8.827639315540317,4.458358,0.0002,0.8519491,0.12013152,19,4959.165,2.4809,-0.3697,-0.08,-0.2,-0.031135768,0,,True,True
1999333119114597632,356.76490909594787,58.652243604255666,18.77892356936264,0.08023644,60.37888069777183,56.82804305591979,4.5690794,1e-04,0.811061,0.121790946,20,4599.026,2.4755,-0.2056,-0.02,-0.13,-0.097838484,1,,True,True
398030875774246656,20.585284640689324,45.52881684065896,14.604211957795451,0.10281007,31.681329778253584,9.023584394676426,4.57383,1e-04,1.0014993,0.12690851,17,4665.719,2.443,-0.1749,-0.03,-0.15,-0.07406737,1,,True,True
1126897477422999936,158.7725122570992,75.7129084407845,13.045349671731628,0.10534071,-20.21946865378113,1.4817090339524401,4.596746,0.0413,1.2478322,0.1258003,18,5064.348,2.6612,-0.0964,-0.1,-0.24,-0.024089724,0,,True,True
580275512191589760,136.49311197833015,5.092283407784005,5.360930497792705,0.12105309,-21.39307530577723,-9.58997544134136,4.634946,0.1991,0.90531194,0.1467636,13,4861.3096,1.9305,0.1709,-0.08,-0.09,-0.07599092,1,,True,True
589907543288859264,142.98596093539476,11.29945493965191,14.260224794353796,0.11057409,-101.44607725174315,-82.54280386439967,4.6827707,0.0664,1.0636808,0.11867286,27,4878.6875,2.6167,-0.0571,-0.09,-0.16,-0.089947306,1,,True,True
4648162939452971008,82.97277731225878,-76.33971557610393,30.595578324207807,0.21886985,135.9238981236691,266.8771425020057,4.8469467,0.0,3.9857666,0.46058035,13,4667.9893,2.9561,-0.0124,-0.11,-0.24,-0.07549079,1,,True,True
4231171058672649856,309.85414986369847,0.48638687665452734,12.385173914103365,0.11339289,96.80491604513762,-10.140367557680245,4.8659024,0.0535,1.4851029,0.35047248,25,4842.797,2.6019,-0.0644,-0.05,-0.13,-0.09262303,1,,True,True
841920040781646080,176.73186602245164,55.62804519747156,14.896201017584387,0.06273722,13.5279527093562,-32.356577326767514,4.8879147,0.0,1.074561,0.120533206,32,4460.3164,2.2784,-0.0718,-0.1,-0.16,-0.11621918,1,,True,True
2078403295235690112,294.157642802423,44.69446773318099,24.260982911359434,0.05728291,-95.0162036892488,-104.85826858667775,4.92144,0.0,0.93749064,0.11924004,17,4932.597,2.9311,-0.3941,-0.07,-0.16,-0.082382075,1,,True,True
545900827338842752,39.50804919468595,72.81832240227384,12.133845098818224,0.071672246,-28.07246384519139,15.628352049031788,4.926409,0.0504,0.9916083,0.11890181,24,5145.01,2.7937,-0.2312,-0.01,-0.19,-0.027264807,0,,True,True
3617798051756565760,203.24182490427663,-10.165171297158025,11.651982133523695,0.19524866,-31.019434979667196,-38.85007738855937,4.9350495,0.1146,1.3148447,0.12449961,14,5109.998,2.6699,-0.1927,0.01,-0.13,-0.041051734,0,,True,True
1366858193604257792,264.15710326785023,48.58591204954965,9.119100210975143,0.050580774,31.679987082451788,62.87994921690482,5.004649,0.1838,0.95766604,0.11968925,15,4844.0493,2.4242,-0.0979,0.02,-0.16,-0.063011155,1,,True,True
3240367801938009728,78.68351479620982,5.156182950610949,5.7739947508218314,0.14853708,-5.185870240658022,8.14422693416033,5.032533,0.2423,1.6409062,0.11744918,25,4584.5537,2.1436,0.0988,0.05,-0.13,-0.114614256,1,,True,True
2229499729308170368,336.5036852354759,70.77092500766923,6.680702555336362,0.3420927,18.83035643229766,4.860246231816145,5.109865,0.0573,6.3707457,2.754534,13,4604.1035,2.2412,-0.0916,-0.04,-0.15,-0.10104572,1,Orbital,True,True
3063621307772865920,122.88732123397443,-7.77265125771972,11.842076446759847,0.07803969,-43.9632133582807,-25.25233566555485,5.119308,0.0706,1.083778,0.12178435,16,5215.359,2.8636,-0.0639,-0.01,-0.21,-0.05107171,0,,True,True
1687031134888475008,204.29527500408673,71.24221782928295,7.907687468456421,0.054060243,-36.672579480087826,-7.084068223829331,5.136686,0.2193,1.0907618,0.12322094,11,4849.826,2.394,0.0853,0.03,-0.18,-0.10060449,1,,True,True
